0.0,43.16231
0.0,43.22179
0.0,43.1929
2.0,42.7197
2.0,42.61213
2.0,42.48576
2.0,42.35329
4.0,42.11423
4.0,42.06045
4.0,42.02396
4.0,41.97797
6.0,41.8022
6.0,41.8022
6.0,41.783
6.0,41.75621
8.0,40.68665
8.0,40.67905
8.0,40.66765
8.0,40.64445
10.0,39.24916
10.0,39.32594
10.0,39.35654
10.0,39.39493
12.0,37.80598
12.0,37.80598
12.0,37.80198
12.0,37.78108
14.0,36.3681
14.0,36.3624
14.0,36.37
14.0,36.37759
16.0,35.20825
16.0,35.21225
16.0,35.21035
16.0,35.21035
18.0,33.6421
18.0,33.6421
18.0,33.644
18.0,33.6326
20.0,32.56094
20.0,32.56264
20.0,32.56264
20.0,32.56264
22.0,32.17952
22.0,32.18142
22.0,32.17952
22.0,32.17952
24.0,31.43968
24.0,31.44348
24.0,31.43968
24.0,31.43968
26.0,30.21085
26.0,30.21085
26.0,30.21275
26.0,30.21275
28.0,28.56982
28.0,28.57172
28.0,28.56982
28.0,28.56792
30.0,26.60835
30.0,26.61405
30.0,26.61405
30.0,26.61785
32.0,25.97949
32.0,25.98329
32.0,25.98519
32.0,25.99109
34.0,24.79836
34.0,24.79646
34.0,24.79076
34.0,24.79076
36.0,23.40456
36.0,23.40836
36.0,23.40836
36.0,23.40836
38.0,22.25422
38.0,22.25422
38.0,22.25422
38.0,22.25232
40.0,21.71144
40.0,21.71334
40.0,21.71144
40.0,21.70764
42.0,20.67037
42.0,20.67037
42.0,20.66847
42.0,20.67037
44.0,20.01662
44.0,20.01452
44.0,20.01452
44.0,20.00882
46.0,18.04146
46.0,18.03956
46.0,18.03766
46.0,18.03576
48.0,16.31584
48.0,16.31394
48.0,16.31394
48.0,16.31394
50.0,14.64742
50.0,14.64742
50.0,14.64742
50.0,14.64552
52.0,13.11736
52.0,13.11926
52.0,13.11926
52.0,13.11926
54.0,11.96681
54.0,11.96681
54.0,11.96491
54.0,11.96491
56.0,10.99263
56.0,10.99453
56.0,10.99453
56.0,10.99453
58.0,10.02625
58.0,10.02625
58.0,10.02625
58.0,10.02625
60.0,8.925491
60.0,8.925491
60.0,8.927391
60.0,8.927391
62.0,8.051086
62.0,8.051086
62.0,8.051086
62.0,8.052986
64.0,7.172882
64.0,7.172882
64.0,7.172882
64.0,7.172882
66.0,5.652122
66.0,5.654022
66.0,5.654022
66.0,5.652321
68.0,5.057655
68.0,5.057655
68.0,5.057655
68.0,5.057655
70.0,4.225441
70.0,4.225441
70.0,4.225441
70.0,4.225441
72.0,3.494904
72.0,3.514099
72.0,3.514099
72.0,3.514099
74.0,2.904236
74.0,2.902534
74.0,2.904236
74.0,2.902534
76.0,2.480629
76.0,2.480629
76.0,2.480629
76.0,2.480629
78.0,1.926453
78.0,1.926453
78.0,1.926453
78.0,1.926453
80.0,1.608124
80.0,1.608124
80.0,1.608124
80.0,1.608124
82.0,1.368279
82.0,1.368279
82.0,1.368279
82.0,1.366577
84.0,1.125675
84.0,1.125675
84.0,1.125675
84.0,1.125675
86.0,1.015633
86.0,1.015633
86.0,1.015633
86.0,1.015633
88.0,0.8488998
88.0,0.8461494
88.0,0.8488998
88.0,0.8461494
90.0,0.821209
90.0,0.821209
90.0,0.821209
90.0,0.821209
92.0,0.8542671
92.0,0.8542671
92.0,0.8542671
92.0,0.8542671
94.0,1.007515
94.0,1.007515
94.0,1.007515
94.0,1.007515
96.0,1.166851
96.0,1.166851
96.0,1.166851
96.0,1.166851
98.0,1.414268
98.0,1.412369
98.0,1.412369
98.0,1.412369
100.0,1.935951
100.0,1.935951
100.0,1.935951
100.0,1.935951
102.0,2.058525
102.0,2.058525
102.0,2.058525
102.0,2.058525
104.0,2.587807
104.0,2.587807
104.0,2.587807
104.0,2.587807
106.0,3.322144
106.0,3.322144
106.0,3.322144
106.0,3.322144
108.0,3.724655
108.0,3.724655
108.0,3.724655
108.0,3.724655
110.0,4.610458
110.0,4.610458
110.0,4.610458
110.0,4.610458
112.0,5.596039
112.0,5.596039
112.0,5.596039
112.0,5.596039
114.0,6.303383
114.0,6.303383
114.0,6.305283
114.0,6.305283
116.0,7.051018
116.0,7.049316
116.0,7.051216
116.0,7.051216
118.0,8.320335
118.0,8.320335
118.0,8.320335
118.0,8.320335
120.0,9.075768
120.0,9.075768
120.0,9.075768
120.0,9.075768
122.0,10.70921
122.0,10.70921
122.0,10.7075
122.0,10.7075
124.0,12.28336
124.0,12.28336
124.0,12.28336
124.0,12.28336
126.0,13.97248
126.0,13.97248
126.0,13.97248
126.0,13.97248
128.0,15.13422
128.0,15.13612
128.0,15.13612
128.0,15.13612
130.0,16.43034
130.0,16.43224
130.0,16.43414
130.0,16.43224
132.0,18.47028
132.0,18.47028
132.0,18.47028
132.0,18.47218
134.0,19.43267
134.0,19.43457
134.0,19.43457
134.0,19.43457
136.0,20.71529
136.0,20.71719
136.0,20.71719
136.0,20.71719
138.0,22.42151
138.0,22.42151
138.0,22.42171
138.0,22.42171
140.0,24.09524
140.0,24.09524
140.0,24.09524
140.0,24.09524
142.0,26.13139
142.0,26.13139
142.0,26.13329
142.0,26.13139
144.0,27.27773
144.0,27.27773
144.0,27.27963
144.0,27.27963
146.0,29.14912
146.0,29.15102
146.0,29.14931
146.0,29.15121
148.0,31.51689
148.0,31.51879
148.0,31.52069
148.0,31.52069
150.0,32.03667
150.0,32.03667
150.0,32.04047
150.0,32.04047
152.0,33.47836
152.0,33.48026
152.0,33.48215
152.0,33.48595
154.0,35.48201
154.0,35.48391
154.0,35.48581
154.0,35.48771
156.0,37.24792
156.0,37.24792
