0.0,0.5,0
0.05,2.630579,0
0.1,6.335643,0
0.15,9.76266,0
0.2,13.57894,0
0.25,17.05576,0
0.3,20.48278,0
0.35,24.29906,0
0.4,27.72608,0
0.45,31.54236,0
0.5,35.01918,0
0.55,38.4462,0
0.6,42.26247,0
0.65,45.7393,0
0.7,49.56139,0
0.75,53.09382,0
0.8,56.57644,0
0.85,60.44833,0
0.9,63.93096,0
0.95,67.519,0
1.0,72.85416,0
0.0,0.5,2
0.05,2.57497,2
0.1,6.335643,2
0.15,9.70705,2
0.2,13.52333,2
0.25,16.94454,2
0.3,20.37156,2
0.35,24.18784,2
0.4,27.66466,2
0.45,31.37553,2
0.5,34.85235,2
0.55,38.27937,2
0.6,42.09565,2
0.65,45.57247,2
0.7,49.38876,2
0.75,52.81577,2
0.8,56.3482,2
0.85,60.11467,2
0.9,63.64711,2
0.95,67.519,2
1.0,72.85416,2
0.0,0.5,4
0.05,2.57497,4
0.1,6.335643,4
0.15,9.76266,4
0.2,13.52333,4
0.25,17.00015,4
0.3,20.42717,4
0.35,24.24345,4
0.4,27.72027,4
0.45,31.48675,4
0.5,34.96357,4
0.55,38.39059,4
0.6,42.20687,4
0.65,45.7393,4
0.7,49.55558,4
0.75,52.9826,4
0.8,56.46522,4
0.85,60.28151,4
0.9,63.81394,4
0.95,67.63602,4
1.0,73.0766,4
0.0,0.5,6
0.05,2.57497,6
0.1,6.335643,6
0.15,9.76266,6
0.2,13.52333,6
0.25,17.00015,6
0.3,20.42717,6
0.35,24.24345,6
0.4,27.72027,6
0.45,31.48675,6
0.5,34.96357,6
0.55,38.39059,6
0.6,42.20687,6
0.65,45.68369,6
0.7,49.55558,6
0.75,52.9826,6
0.8,56.51503,6
0.85,60.28151,6
0.9,63.81394,6
0.95,67.68583,6
1.0,73.0766,6
0.0,0.5,8
0.05,2.57497,8
0.1,6.280034,8
0.15,9.651441,8
0.2,13.41211,8
0.25,16.88893,8
0.3,20.31595,8
0.35,24.07662,8
0.4,27.55344,8
0.45,31.31412,8
0.5,34.74113,8
0.55,38.16234,8
0.6,41.97863,8
0.65,45.40564,8
0.7,49.16632,8
0.75,52.64314,8
0.8,56.12576,8
0.85,59.94205,8
0.9,63.41886,8
0.95,67.24095,8
1.0,72.62592,8
0.0,0.5,10
0.05,2.57497,10
0.1,6.224424,10
0.15,9.595831,10
0.2,13.40631,10
0.25,16.77771,10
0.3,20.19893,10
0.35,23.9596,10
0.4,27.33101,10
0.45,31.09168,10
0.5,34.51289,10
0.55,37.8843,10
0.6,41.70058,10
0.65,45.12179,10
0.7,48.88246,10
0.75,52.30948,10
0.8,55.7863,10
0.85,59.54697,10
0.9,62.97399,10
0.95,66.79027,10
1.0,72.11961,10
0.0,0.5,12
0.05,2.51936,12
0.1,6.168815,12
0.15,9.478806,12
0.2,13.18387,12
0.25,16.54947,12
0.3,19.86527,12
0.35,23.57033,12
0.4,26.93593,12
0.45,30.58538,12
0.5,33.95099,12
0.55,37.32239,12
0.6,41.02745,12
0.65,44.39306,12
0.7,48.09812,12
0.75,51.46372,12
0.8,54.83513,12
0.85,58.5958,12
0.9,62.01702,12
0.95,65.77769,12
1.0,70.99582,12
0.0,0.5,14
0.05,2.463751,14
0.1,6.001987,14
0.15,9.311977,14
0.2,12.90582,14
0.25,16.1602,14
0.3,19.4702,14
0.35,23.06404,14
0.4,26.37403,14
0.45,29.96787,14
0.5,33.27787,14
0.55,36.58786,14
0.6,40.1817,14
0.65,43.5473,14
0.7,47.14115,14
0.75,50.40134,14
0.8,53.76694,14
0.85,57.36078,14
0.9,60.72638,14
0.95,64.37584,14
1.0,69.53836,14
0.0,0.5,16
0.05,2.463751,16
0.1,5.890768,16
0.15,9.08954,16
0.2,12.62197,16
0.25,15.87635,16
0.3,19.02532,16
0.35,22.61336,16
0.4,25.81213,16
0.45,29.29475,16
0.5,32.54914,16
0.55,35.74791,16
0.6,39.28615,16
0.65,42.54052,16
0.7,46.07876,16
0.75,49.33315,16
0.8,52.53191,16
0.85,56.12576,16
0.9,59.38014,16
0.95,63.0238,16
1.0,68.01949,16
0.0,0.5,18
0.05,2.408141,18
0.1,5.773742,18
0.15,8.861295,18
0.2,12.2327,18
0.25,15.37586,18
0.3,18.46342,18
0.35,21.94024,18
0.4,25.02779,18
0.45,28.50461,18
0.5,31.59216,18
0.55,34.73532,18
0.6,38.16234,18
0.65,41.24989,18
0.7,44.72672,18
0.75,47.86988,18
0.8,51.01304,18
0.85,54.44006,18
0.9,57.63883,18
0.95,61.11565,18
1.0,66.00012,18
0.0,0.5,20
0.05,2.352532,20
0.1,5.662523,20
0.15,8.638857,20
0.2,12.00446,20
0.25,15.0364,20
0.3,18.12395,20
0.35,21.48956,20
0.4,24.5215,20
0.45,27.8373,20
0.5,30.91904,20
0.55,34.0066,20
0.6,37.32239,20
0.65,40.40414,20
0.7,43.77555,20
0.75,46.80749,20
0.8,49.89504,20
0.85,53.31625,20
0.9,56.40381,20
0.95,59.82502,20
1.0,64.54266,20
0.0,0.5,22
0.05,2.241313,22
0.1,5.440085,22
0.15,8.355003,22
0.2,11.50397,22
0.25,14.4745,22
0.3,17.39523,22
0.35,20.594,22
0.4,23.51472,22
0.45,26.7691,22
0.5,29.68402,22
0.55,32.60475,22
0.6,35.85913,22
0.65,38.77985,22
0.7,42.03424,22
0.75,44.95496,22
0.8,47.92549,22
0.85,51.13006,22
0.9,54.1562,22
0.95,57.36078,22
1.0,61.96141,22
0.0,0.5,24
0.05,2.185704,24
0.1,5.217648,24
0.15,8.076956,24
0.2,11.16451,24
0.25,14.02382,24
0.3,16.83332,24
0.35,19.92088,24
0.4,22.78019,24
0.45,25.86774,24
0.5,28.67724,24
0.55,31.53655,24
0.6,34.62411,24
0.65,37.43361,24
0.7,40.57677,24
0.75,43.43609,24
0.8,46.3012,24
0.85,49.44436,24
0.9,52.30367,24
0.95,55.50244,24
1.0,59.88063,24
0.0,0.5,26
0.05,2.130094,26
