116.0,7.051018,7.049316,7.051216,7.051216,6.934341,6.936241,6.936241,6.936241,6.918945,6.918945,6.918945,6.918945,6.894051,6.894051,6.894051,6.89595
118.0,8.320335,8.320335,8.320335,8.320335,7.5746,7.5746,7.5746,7.5746,7.570801,7.570801,7.570801,7.572701,7.584297,7.584297,7.584297,7.584297
120.0,9.075768,9.075768,9.075768,9.075768,9.390297,9.390297,9.390297,9.390297,9.369202,9.367302,9.369202,9.369202,9.898483,9.900383,9.900383,9.900383
122.0,10.70921,10.70921,10.7075,10.7075,10.78999,10.78999,10.78999,10.78999,11.09292,11.09482,11.09482,11.09482,11.03343,11.03343,11.03343,11.03533
124.0,12.28336,12.28336,12.28336,12.28336,12.43882,12.43692,12.43692,12.43882,12.80104,12.80104,12.80104,12.80124,12.34304,12.34494,12.34494,12.34494
126.0,13.97248,13.97248,13.97248,13.97248,14.03197,14.03197,14.03387,14.03387,13.79802,13.79992,13.79992,13.80182,13.73873,13.74063,13.74063,13.74063
128.0,15.13422,15.13612,15.13612,15.13612,15.257,15.257,15.257,15.2551,15.12283,15.12283,15.12283,15.12093,15.56583,15.56583,15.56773,15.56773
130.0,16.43034,16.43224,16.43414,16.43224,16.77356,16.77546,16.77736,16.77736,16.91553,16.91553,16.91553,16.91553,16.86954,16.86954,16.86954,16.86954
132.0,18.47028,18.47028,18.47028,18.47218,19.03016,19.03206,19.03206,19.03206,18.22114,18.22114,18.22114,18.22114,18.75992,18.76182,18.76182,18.76182
134.0,19.43267,19.43457,19.43457,19.43457,19.58224,19.58224,19.58224,19.58414,19.751,19.751,19.7529,19.7548,19.88537,19.88537,19.88727,19.88727
136.0,20.71529,20.71719,20.71719,20.71719,21.0893,21.0912,21.0912,21.0912,21.03741,21.03761,21.03741,21.03761,20.98763,20.98952,20.98952,20.99142
138.0,22.42151,22.42151,22.42171,22.42171,23.04677,23.04867,23.04867,23.05057,23.3687,23.3687,23.3687,23.3706,22.94129,22.94129,22.94319,22.94319
140.0,24.09524,24.09524,24.09524,24.09524,24.23341,24.23531,24.23531,24.23531,23.96696,23.97076,23.97076,23.97076,24.02645,24.02645,24.02835,24.02645
142.0,26.13139,26.13139,26.13329,26.13139,25.36266,25.36456,25.36456,25.36456,25.55631,25.55821,25.55821,25.55821,26.36533,26.36533,26.36723,26.36723
144.0,27.27773,27.27773,27.27963,27.27963,27.3988,27.4026,27.4045,27.4045,27.52728,27.52917,27.52917,27.53107,27.56947,27.57137,27.57137,27.57137
146.0,29.14912,29.15102,29.14931,29.15121,29.73598,29.73788,29.73788,29.73788,29.53663,29.53853,29.54233,29.54043,29.80517,29.80327,29.80517,29.80707
148.0,31.51689,31.51879,31.52069,31.52069,31.41541,31.41731,31.41541,31.41921,31.62257,31.62447,31.62447,31.62637,31.79323,31.79323,31.79513,31.79703
150.0,32.03667,32.03667,32.04047,32.04047,32.73832,32.73832,32.74212,32.74592,32.85519,32.85519,32.85329,32.85519,32.89378,32.89568,32.89758,32.89568
152.0,33.47836,33.48026,33.48215,33.48595,33.65662,33.65681,33.65871,33.65871,34.37955,34.38145,34.38335,34.38525,33.93675,33.93675,33.93675,33.93675
